1631221, 0022300061, 00:00:44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0
1630296, 0022300061, 00:00:44, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0
1629618, 0022300061, 00:00:44, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0.0
1629006, 0022300062, 00:31:38, 7, 9, 1, 1, 2, 2, 4, 1, 1, 1, 0, 2, 2, 17, 2.0
201142, 0022300062, 00:36:47, 7, 22, 1, 2, 3, 5, 2, 9, 3, 0, 1, 2, 1, 18, 0.0
203994, 0022300062, 00:27:52, 5, 8, 1, 2, 3, 3, 3, 11, 3, 0, 1, 1, 5, 14, 2.0
1628960, 0022300062, 00:20:55, 0, 6, 0, 5, 0, 0, 3, 1, 2, 0, 0, 1, 2, 0, -4.0
1626164, 0022300062, 00:36:58, 13, 21, 3, 8, 3, 3, 1, 5, 8, 1, 0, 6, 4, 32, 5.0
201569, 0022300062, 00:31:39, 4, 16, 2, 9, 0, 0, 1, 3, 1, 1, 1, 1, 2, 10, 6.0
1629234, 0022300062, 00:19:14, 1, 3, 0, 0, 2, 4, 2, 5, 2, 0, 3, 3, 3, 4, -2.0
1629139, 0022300062, 00:17:53, 3, 5, 2, 4, 0, 0, 0, 4, 0, 0, 1, 1, 2, 8, 7.0
1630692, 0022300062, 00:14:11, 1, 4, 0, 1, 0, 0, 1, 3, 3, 1, 0, 2, 0, 2, 7.0
1629642, 0022300062, 00:02:53, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 0, 0, 1, 3, -3.0
202691, 0022300062, 00:36:16, 6, 18, 3, 11, 0, 0, 1, 6, 3, 0, 1, 3, 3, 15, 9.0
203952, 0022300062, 00:27:17, 4, 12, 0, 3, 2, 3, 1, 0, 0, 0, 1, 0, 3, 10, -22.0
1626172, 0022300062, 00:27:58, 3, 6, 0, 0, 1, 1, 5, 6, 1, 0, 0, 2, 2, 7, -11.0
101108, 0022300062, 00:34:13, 4, 15, 0, 6, 6, 7, 1, 5, 9, 2, 0, 1, 0, 14, 5.0
201939, 0022300062, 00:30:45, 8, 20, 4, 14, 7, 7, 1, 4, 1, 1, 0, 2, 5, 27, -9.0
1630228, 0022300062, 00:20:08, 4, 8, 0, 0, 4, 6, 3, 3, 1, 2, 1, 2, 5, 12, 4.0
1627780, 0022300062, 00:21:40, 0, 5, 0, 2, 1, 2, 0, 2, 2, 3, 0, 0, 1, 1, 15.0
1630541, 0022300062, 00:17:59, 4, 6, 2, 4, 1, 2, 1, 2, 0, 3, 1, 1, 1, 11, -6.0
203967, 0022300062, 00:20:02, 3, 11, 1, 3, 0, 0, 4, 3, 1, 0, 2, 0, 3, 7, 7.0
202709, 0022300062, 00:03:42, 0, 0, 0, 0, 0, 0, 1, 0, 1, 0, 0, 0, 0, 0, -12.0
1629631, 0022300063, 00:30:60, 4, 9, 1, 4, 0, 1, 2, 2, 1, 0, 0, 0, 6, 9, -13.0
1630180, 0022300063, 00:28:51, 6, 12, 1, 4, 2, 2, 3, 2, 0, 5, 0, 2, 1, 15, -2.0
203991, 0022300063, 00:28:38, 6, 10, 0, 0, 3, 4, 6, 7, 0, 1, 0, 2, 1, 15, -19.0
1627749, 0022300063, 00:32:44, 3, 14, 0, 3, 5, 6, 0, 2, 6, 0, 0, 1, 0, 11, -15.0
1629027, 0022300063, 00:36:01, 4, 19, 1, 9, 14, 15, 0, 1, 9, 1, 0, 5, 3, 23, -11.0
203992, 0022300063, 00:24:26, 3, 9, 1, 5, 0, 0, 0, 4, 4, 3, 0, 0, 1, 7, 6.0
1630552, 0022300063, 00:29:24, 9, 13, 1, 3, 2, 4, 0, 7, 2, 2, 1, 0, 1, 21, 8.0
1631100, 0022300063, 00:09:36, 1, 2, 0, 1, 0, 0, 0, 2, 0, 0, 0, 1, 1, 2, 2.0
1630168, 0022300063, 00:19:20, 3, 5, 0, 0, 1, 1, 1, 3, 2, 0, 0, 1, 5, 7, 14.0
202330, 0022300063, 00:33:20, 4, 8, 0, 1, 2, 3, 3, 5, 7, 1, 1, 6, 1, 10, 15.0
1629023, 0022300063, 00:31:48, 12, 18, 1, 6, 0, 0, 1, 4, 2, 0, 0, 1, 4, 25, 5.0
1631109, 0022300063, 00:29:55, 5, 6, 0, 0, 3, 3, 4, 11, 1, 3, 1, 2, 2, 13, 19.0
1626179, 0022300063, 00:34:21, 7, 16, 2, 7, 8, 12, 1, 4, 6, 0, 0, 3, 2, 24, 14.0
1630163, 0022300063, 00:30:47, 4, 15, 4, 11, 3, 4, 1, 5, 10, 1, 0, 3, 3, 15, 7.0
1641706, 0022300063, 00:24:37, 5, 9, 3, 7, 0, 0, 0, 3, 2, 0, 0, 1, 3, 13, -13.0
1630550, 0022300063, 00:20:07, 2, 7, 1, 3, 0, 0, 1, 1, 1, 0, 0, 0, 0, 5, 2.0
1630208, 0022300063, 00:18:03, 2, 2, 0, 0, 3, 4, 1, 3, 1, 0, 1, 2, 3, 7, -14.0
1630177, 0022300063, 00:16:19, 2, 5, 0, 2, 0, 0, 0, 3, 4, 0, 0, 1, 3, 4, -5.0
1641733, 0022300063, 00:00:43, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0
1628398, 0022300064, 00:24:52, 9, 18, 1, 4, 6, 6, 1, 1, 0, 0, 2, 0, 0, 25, -10.0
1630166, 0022300064, 00:20:40, 4, 8, 0, 0, 1, 2, 2, 5, 5, 1, 0, 2, 0, 9, -15.0
1629655, 0022300064, 00:21:03, 2, 2, 0, 0, 2, 4, 1, 4, 0, 0, 2, 0, 5, 6, -23.0
1629673, 0022300064, 00:26:19, 7, 18, 0, 6, 4, 5, 0, 2, 5, 1, 1, 4, 1, 18, -12.0
1626145, 0022300064, 00:28:20, 7, 12, 2, 4, 0, 1, 1, 2, 6, 1, 1, 2, 1, 16, -17.0
1626153, 0022300064, 00:25:19, 3, 8, 1, 1, 1, 1, 1, 5, 6, 3, 0, 0, 1, 8, -15.0
1630557, 0022300064, 00:24:27, 4, 11, 1, 5, 2, 2, 2, 3, 1, 0, 0, 1, 1, 11, -8.0
201568, 0022300064, 00:17:10, 4, 7, 2, 2, 6, 6, 2, 1, 0, 0, 0, 0, 1, 16, 5.0
1641731, 0022300064, 00:23:08, 1, 3, 1, 1, 0, 0, 0, 4, 3, 0, 3, 3, 1, 3, -13.0
203488, 0022300064, 00:08:10, 0, 0, 0, 0, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, -8.0
1630647, 0022300064, 00:07:46, 2, 3, 0, 0, 0, 0, 1, 1, 1, 0, 0, 1, 0, 4, -2.0
1631157, 0022300064, 00:06:00, 0, 3, 0, 0, 1, 2, 0, 3, 1, 0, 0, 1, 0, 1, -1.0
1631116, 0022300064, 00:03:23, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 2.0
1630215, 0022300064, 00:03:23, 1, 2, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3, 2.0
1631097, 0022300064, 00:25:50, 6, 15, 2, 6, 4, 4, 0, 4, 5, 2, 0, 2, 1, 18, 14.0
1630167, 0022300064, 00:19:14, 4, 9, 2, 5, 1, 1, 1, 3, 1, 1, 0, 0, 0, 11, 7.0
1626167, 0022300064, 00:23:20, 5, 8, 0, 2, 1, 2, 0, 8, 1, 0, 3, 2, 4, 11, 14.0
1628971, 0022300064, 00:27:12, 8, 11, 6, 8, 2, 2, 1, 2, 1, 1, 0, 1, 3, 24, 15.0
1630169, 0022300064, 00:26:54, 9, 16, 2, 6, 0, 0, 0, 3, 11, 1, 2, 3, 1, 20, 6.0
1630188, 0022300064, 00:13:25, 5, 6, 2, 2, 1, 1, 3, 5, 0, 1, 0, 0, 4, 13, 6.0
1627741, 0022300064, 00:25:06, 5, 9, 4, 7, 0, 0, 0, 2, 5, 1, 1, 1, 0, 14, 15.0
1629614, 0022300064, 00:21:36, 6, 9, 0, 1, 0, 0, 1, 3, 10, 0, 0, 2, 4, 12, 12.0
1630174, 0022300064, 00:23:05, 2, 5, 1, 3, 2, 2, 1, 4, 1, 0, 1, 1, 3, 7, 13.0
1630543, 0022300064, 00:11:15, 2, 4, 0, 0, 0, 0, 1, 3, 0, 0, 0, 0, 2, 4, 3.0
204456, 0022300064, 00:06:00, 2, 2, 0, 0, 0, 0, 0, 1, 2, 2, 0, 0, 0, 4, 1.0
1629670, 0022300064, 00:05:41, 2, 7, 1, 2, 0, 0, 1, 0, 1, 0, 1, 0, 0, 5, 3.0
1641716, 0022300064, 00:05:41, 0, 5, 0, 1, 0, 0, 1, 3, 0, 1, 0, 0, 1, 0, 3.0
1641767, 0022300064, 00:05:41, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 3.0
1627759, 0022300065, 00:38:08, 4, 11, 0, 4, 3, 4, 0, 6, 5, 1, 0, 2, 5, 11, 8.0
1628369, 0022300065, 00:38:40, 13, 22, 3, 8, 5, 6, 0, 11, 4, 2, 1, 4, 3, 34, 0.0
204001, 0022300065, 00:37:54, 8, 15, 5, 9, 9, 10, 1, 7, 0, 0, 4, 1, 4, 30, 13.0
201950, 0022300065, 00:34:47, 4, 10, 1, 5, 0, 0, 2, 2, 2, 0, 3, 2, 3, 9, 3.0
1628401, 0022300065, 00:31:56, 4, 6, 1, 3, 3, 4, 0, 6, 2, 2, 1, 1, 3, 12, 7.0
201143, 0022300065, 00:25:48, 3, 4, 2, 3, 0, 0, 3, 4, 2, 0, 0, 3, 2, 8, -7.0
1630573, 0022300065, 00:13:46, 0, 4, 0, 4, 0, 0, 0, 2, 0, 1, 1, 0, 1, 0, 5.0
1630202, 0022300065, 00:11:02, 1, 4, 0, 3, 2, 2, 0, 1, 1, 0, 0, 0, 1, 4, -8.0
1628436, 0022300065, 00:07:59, 0, 1, 0, 0, 0, 0, 1, 0, 2, 0, 1, 0, 0, 0, -1.0
1629628, 0022300065, 00:36:20, 8, 20, 2, 5, 6, 7, 1, 2, 2, 1, 0, 2, 0, 24, 6.0
203944, 0022300065, 00:34:01, 5, 22, 3, 8, 1, 5, 4, 7, 7, 2, 0, 0, 3, 14, -13.0
1629011, 0022300065, 00:22:06, 1, 4, 0, 0, 0, 2, 3, 3, 1, 2, 0, 1, 4, 2, 1.0
1628973, 0022300065, 00:32:35, 6, 21, 3, 8, 0, 1, 1, 2, 6, 3, 0, 2, 3, 15, -9.0
1629656, 0022300065, 00:23:20, 4, 7, 3, 6, 0, 1, 0, 1, 0, 0, 0, 0, 2, 11, -1.0
1628404, 0022300065, 00:22:30, 2, 4, 2, 4, 1, 2, 1, 5, 0, 0, 0, 1, 1, 7, -1.0
1630193, 0022300065, 00:28:00, 7, 11, 5, 7, 5, 6, 2, 4, 4, 1, 0, 2, 3, 24, -3.0
1628392, 0022300065, 00:25:43, 3, 4, 0, 0, 1, 2, 5, 3, 2, 0, 0, 1, 5, 7, -5.0
1628978, 0022300065, 00:15:25, 0, 4, 0, 3, 0, 0, 0, 3, 2, 0, 0, 0, 1, 0, 5.0
1628415, 0022300066, 00:26:08, 5, 7, 4, 6, 0, 0, 0, 4, 2, 1, 0, 2, 4, 14, -15.0
1631095, 0022300066, 00:26:10, 3, 9, 0, 4, 1, 2, 1, 4, 1, 1, 0, 1, 6, 7, -8.0
1630578, 0022300066, 00:28:28, 6, 11, 0, 1, 2, 4, 2, 6, 6, 0, 0, 1, 4, 14, -2.0
1630224, 0022300066, 00:29:49, 2, 10, 0, 1, 6, 7, 0, 1, 0, 1, 1, 4, 2, 10, -12.0
1627832, 0022300066, 00:33:32, 5, 13, 4, 6, 0, 0, 0, 1, 5, 1, 0, 3, 0, 14, -3.0
1641708, 0022300066, 00:21:20, 3, 10, 1, 7, 1, 2, 1, 4, 2, 0, 0, 4, 2, 8, -34.0
1629111, 0022300066, 00:08:37, 1, 2, 1, 2, 0, 0, 0, 0, 2, 0, 0, 1, 1, 3, -9.0
1630256, 0022300066, 00:15:08, 2, 2, 1, 1, 0, 0, 0, 2, 0, 1, 1, 0, 1, 5, -11.0
201145, 0022300066, 00:13:52, 2, 4, 0, 1, 0, 1, 3, 0, 1, 0, 0, 1, 2, 4, -11.0
203493, 0022300066, 00:11:14, 1, 1, 1, 1, 0, 0, 0, 1, 0, 1, 1, 0, 1, 3, -5.0
1641715, 0022300066, 00:09:39, 0, 4, 0, 2, 0, 0, 0, 1, 0, 0, 0, 1, 0, 0, -12.0
1631257, 0022300066, 00:06:27, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, -10.0
1631466, 0022300066, 00:04:48, 2, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 4, -9.0
1628988, 0022300066, 00:04:48, 0, 3, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, -9.0
1630532, 0022300066, 00:27:03, 5, 12, 3, 7, 6, 6, 3, 1, 2, 1, 0, 3, 1, 19, 10.0
1631094, 0022300066, 00:27:54, 3, 6, 0, 1, 6, 7, 0, 5, 5, 1, 0, 1, 2, 12, 13.0
1628976, 0022300066, 00:26:55, 4, 10, 0, 2, 0, 0, 4, 4, 1, 2, 0, 2, 3, 8, 8.0
1630591, 0022300066, 00:20:51, 3, 12, 2, 7, 0, 0, 1, 3, 0, 0, 0, 0, 2, 8, 5.0
1628365, 0022300066, 00:24:31, 5, 9, 0, 0, 0, 0, 3, 1, 2, 3, 0, 1, 0, 10, 12.0
1630175, 0022300066, 00:24:05, 8, 12, 1, 2, 3, 3, 1, 7, 2, 0, 0, 0, 2, 20, 17.0
1629021, 0022300066, 00:15:21, 0, 1, 0, 1, 2, 2, 0, 4, 0, 0, 1, 3, 4, 2, 13.0
203914, 0022300066, 00:16:57, 5, 8, 1, 4, 0, 0, 3, 2, 0, 0, 1, 0, 0, 11, 8.0
204060, 0022300066, 00:18:14, 0, 3, 0, 3, 0, 0, 0, 4, 5, 0, 0, 1, 3, 0, 9.0
1628371, 0022300066, 00:14:09, 4, 6, 1, 3, 2, 3, 1, 3, 0, 0, 2, 2, 2, 11, 10.0
1641710, 0022300066, 00:04:48, 2, 2, 0, 0, 1, 1, 0, 0, 1, 0, 2, 0, 0, 5, 9.0
1631216, 0022300066, 00:04:48, 1, 2, 1, 2, 0, 0, 0, 1, 0, 0, 0, 0, 0, 3, 9.0
1629048, 0022300066, 00:04:48, 2, 2, 0, 0, 3, 4, 1, 2, 0, 1, 0, 1, 1, 7, 9.0
1629643, 0022300066, 00:04:48, 0, 1, 0, 1, 0, 0, 0, 3, 0, 0, 0, 0, 0, 0, 9.0
1641724, 0022300066, 00:04:48, 0, 1, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 9.0
1629622, 0022300067, 00:38:58, 9, 17, 7, 13, 2, 2, 0, 12, 2, 1, 1, 0, 4, 27, 13.0
1630171, 0022300067, 00:31:39, 6, 10, 2, 4, 4, 5, 3, 3, 4, 2, 1, 2, 5, 18, 5.0
1630596, 0022300067, 00:33:38, 5, 11, 0, 0, 0, 0, 1, 5, 1, 0, 2, 0, 3, 10, 3.0
1628378, 0022300067, 00:35:44, 11, 21, 4, 10, 1, 1, 2, 3, 6, 4, 1, 0, 1, 27, 7.0
1629636, 0022300067, 00:32:20, 6, 12, 1, 5, 2, 2, 1, 1, 5, 2, 0, 6, 2, 15, 6.0
1627747, 0022300067, 00:31:22, 4, 17, 3, 8, 0, 0, 0, 3, 5, 1, 1, 0, 1, 11, -6.0
1627777, 0022300067, 00:19:45, 0, 3, 0, 3, 0, 0, 2, 2, 0, 0, 0, 0, 3, 0, -9.0
1629660, 0022300067, 00:05:30, 1, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 1, 2, -7.0
1627745, 0022300067, 00:11:04, 2, 2, 0, 0, 0, 0, 0, 0, 2, 0, 0, 2, 3, 4, -7.0
1628969, 0022300067, 00:35:11, 6, 12, 0, 2, 8, 9, 2, 4, 4, 3, 0, 3, 4, 20, -3.0
1629661, 0022300067, 00:26:08, 5, 10, 1, 4, 1, 2, 2, 3, 3, 2, 0, 2, 1, 12, -1.0
1629651, 0022300067, 00:28:16, 3, 10, 0, 0, 1, 1, 4, 3, 4, 0, 3, 0, 1, 7, -12.0
203915, 0022300067, 00:23:57, 1, 3, 1, 3, 2, 2, 0, 1, 3, 0, 0, 1, 2, 5, -10.0
1627732, 0022300067, 00:22:59, 2, 6, 0, 0, 0, 0, 1, 9, 9, 0, 1, 2, 2, 4, -6.0
1630560, 0022300067, 00:25:08, 13, 21, 2, 5, 8, 11, 0, 3, 2, 1, 0, 1, 0, 36, 5.0
1630549, 0022300067, 00:11:54, 2, 3, 0, 0, 0, 0, 1, 1, 0, 0, 2, 3, 2, 4, 2.0
1627827, 0022300067, 00:27:49, 4, 8, 2, 6, 0, 1, 1, 4, 2, 0, 0, 3, 1, 10, 7.0
1626220, 0022300067, 00:22:48, 2, 6, 1, 4, 0, 0, 0, 7, 2, 0, 0, 1, 2, 5, 8.0
1628372, 0022300067, 00:15:50, 4, 5, 2, 3, 0, 0, 2, 2, 1, 0, 0, 1, 1, 10, 5.0
1641709, 0022300068, 00:26:53, 1, 7, 1, 2, 1, 2, 3, 4, 3, 0, 5, 2, 2, 4, -14.0
1630191, 0022300068, 00:34:37, 6, 11, 2, 3, 0, 0, 6, 8, 2, 0, 0, 1, 3, 14, 7.0
1631105, 0022300068, 00:31:49, 8, 11, 0, 0, 1, 3, 6, 8, 4, 0, 4, 4, 4, 17, -4.0
1630165, 0022300068, 00:30:30, 4, 12, 0, 6, 2, 3, 0, 1, 3, 2, 1, 1, 2, 10, 1.0
1630595, 0022300068, 00:35:46, 13, 27, 4, 9, 0, 0, 0, 3, 9, 1, 1, 3, 5, 30, -2.0
1628963, 0022300068, 00:16:11, 3, 3, 0, 0, 2, 2, 2, 6, 3, 0, 1, 1, 1, 8, 3.0
1631093, 0022300068, 00:17:08, 1, 7, 0, 2, 2, 3, 0, 2, 3, 0, 0, 3, 3, 4, -2.0
202692, 0022300068, 00:24:57, 2, 8, 2, 5, 1, 2, 0, 5, 0, 0, 1, 0, 1, 7, 9.0
1631204, 0022300068, 00:10:23, 3, 4, 2, 3, 0, 0, 0, 2, 1, 0, 0, 1, 0, 8, 2.0
203925, 0022300068, 00:11:47, 0, 2, 0, 2, 0, 0, 0, 0, 0, 0, 0, 0, 2, 0, -5.0
202710, 0022300068, 00:34:28, 6, 18, 0, 0, 7, 9, 8, 5, 4, 2, 0, 0, 0, 19, -3.0
201567, 0022300068, 00:27:44, 4, 9, 3, 6, 2, 2, 2, 8, 2, 0, 0, 1, 5, 13, 5.0
1628389, 0022300068, 00:32:08, 7, 13, 0, 0, 8, 10, 2, 6, 3, 0, 2, 2, 3, 22, -4.0
1629639, 0022300068, 00:34:30, 7, 24, 2, 7, 0, 0, 0, 2, 3, 3, 0, 2, 1, 16, 6.0
200768, 0022300068, 00:31:52, 0, 1, 0, 0, 0, 0, 0, 2, 2, 2, 1, 0, 4, 0, 4.0
1628997, 0022300068, 00:19:31, 1, 7, 0, 3, 0, 0, 1, 2, 1, 1, 0, 0, 1, 2, -5.0
1631170, 0022300068, 00:13:11, 3, 3, 0, 0, 0, 0, 0, 2, 2, 2, 0, 1, 2, 6, 4.0
1628418, 0022300068, 00:15:51, 2, 5, 0, 0, 4, 5, 2, 4, 3, 1, 0, 1, 0, 8, 5.0
1629130, 0022300068, 00:22:06, 6, 10, 3, 5, 0, 0, 1, 1, 1, 0, 0, 0, 1, 15, -3.0
1630696, 0022300068, 00:08:40, 1, 2, 0, 1, 0, 0, 0, 0, 1, 0, 0, 0, 1, 2, -4.0
1629638, 0022300069, 00:22:38, 1, 5, 0, 3, 0, 0, 0, 4, 2, 1, 0, 1, 3, 2, -17.0
1626157, 0022300069, 00:35:58, 8, 25, 2, 10, 1, 1, 2, 8, 3, 0, 4, 4, 2, 19, -1.0
203497, 0022300069, 00:32:00, 6, 12, 0, 0, 3, 5, 5, 8, 1, 2, 4, 2, 3, 15, -11.0
1630162, 0022300069, 00:38:18, 8, 27, 4, 7, 6, 6, 5, 9, 1, 0, 0, 2, 1, 26, 0.0
201144, 0022300069, 00:30:31, 4, 9, 1, 4, 2, 2, 1, 3, 3, 1, 1, 1, 1, 11, -6.0
203937, 0022300069, 00:30:19, 3, 9, 0, 1, 1, 2, 2, 7, 5, 2, 0, 1, 0, 7, 15.0
1629003, 0022300069, 00:21:16, 1, 5, 1, 4, 1, 2, 0, 3, 4, 2, 0, 2, 4, 4, 3.0
1629675, 0022300069, 00:23:46, 3, 8, 0, 2, 4, 4, 1, 3, 1, 0, 0, 1, 0, 10, 1.0
1628972, 0022300069, 00:05:15, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0, 1.0
1628384, 0022300069, 00:33:48, 7, 13, 4, 9, 2, 2, 0, 6, 1, 2, 3, 2, 2, 20, 6.0
1627783, 0022300069, 00:34:05, 5, 17, 3, 5, 2, 2, 0, 7, 6, 1, 0, 2, 2, 15, 7.0
1627751, 0022300069, 00:23:43, 3, 3, 0, 0, 1, 4, 3, 8, 1, 1, 1, 0, 1, 7, 8.0
1630567, 0022300069, 00:37:03, 6, 16, 1, 4, 4, 6, 1, 7, 5, 2, 5, 4, 1, 17, 2.0
203471, 0022300069, 00:32:33, 8, 17, 4, 8, 2, 2, 1, 2, 7, 0, 0, 2, 1, 22, 10.0
1629018, 0022300069, 00:26:42, 2, 8, 1, 4, 0, 0, 0, 2, 2, 1, 1, 0, 3, 5, 3.0
1630173, 0022300069, 00:24:17, 4, 9, 0, 1, 0, 0, 3, 5, 0, 0, 0, 2, 1, 8, -5.0
1629667, 0022300069, 00:16:09, 0, 3, 0, 3, 0, 0, 0, 2, 2, 1, 1, 0, 2, 0, -3.0
1630201, 0022300069, 00:09:33, 1, 3, 1, 1, 0, 0, 0, 0, 2, 1, 0, 2, 4, 3, -14.0
1641711, 0022300069, 00:02:07, 0, 1, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 1, 0, 1.0
1629652, 0022300070, 00:32:36, 3, 8, 2, 5, 0, 0, 0, 7, 2, 2, 1, 2, 1, 8, 13.0
1631114, 0022300070, 00:31:48, 5, 11, 2, 6, 4, 4, 0, 3, 5, 1, 0, 2, 3, 16, 8.0
1631096, 0022300070, 00:25:07, 4, 7, 2, 3, 1, 3, 0, 4, 3, 1, 0, 1, 3, 11, 14.0
1630581, 0022300070, 00:31:47, 7, 14, 2, 3, 0, 0, 1, 5, 6, 0, 0, 3, 1, 16, 19.0
1628983, 0022300070, 00:36:01, 12, 18, 2, 5, 5, 5, 0, 5, 10, 1, 2, 1, 0, 31, 19.0
1631172, 0022300070, 00:14:15, 3, 5, 3, 5, 0, 0, 1, 1, 0, 0, 0, 1, 1, 9, 2.0
1630598, 0022300070, 00:10:48, 1, 3, 0, 1, 0, 0, 1, 2, 0, 0, 0, 1, 2, 2, -4.0
1630198, 0022300070, 00:21:36, 4, 8, 3, 6, 3, 4, 1, 4, 2, 1, 0, 2, 2, 14, 14.0
1630846, 0022300070, 00:10:30, 1, 1, 0, 0, 2, 2, 1, 3, 0, 0, 0, 1, 3, 4, 6.0
1641717, 0022300070, 00:19:02, 5, 5, 3, 3, 0, 0, 0, 2, 1, 0, 1, 1, 3, 13, 9.0
1630322, 0022300070, 00:02:43, 0, 1, 0, 1, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0, 0.0
1630197, 0022300070, 00:01:54, 0, 1, 0, 1, 0, 0, 0, 2, 0, 0, 0, 0, 0, 0, 0.0
1630544, 0022300070, 00:01:54, 0, 0, 0, 0, 0, 0, 0, 0, 1, 0, 0, 0, 0, 0, 0.0
201942, 0022300070, 00:32:53, 9, 20, 1, 3, 1, 3, 2, 3, 2, 1, 1, 0, 1, 20, -29.0
1630172, 0022300070, 00:30:02, 4, 10, 0, 4, 0, 0, 2, 1, 4, 2, 0, 0, 3, 8, -3.0
202696, 0022300070, 00:31:57, 5, 8, 0, 2, 1, 1, 1, 8, 4, 3, 2, 4, 2, 11, -19.0
203897, 0022300070, 00:24:43, 4, 16, 2, 9, 6, 6, 0, 4, 3, 0, 0, 4, 3, 16, 1.0
1629632, 0022300070, 00:30:35, 4, 14, 2, 7, 5, 6, 1, 3, 4, 0, 0, 0, 3, 15, -8.0
1628975, 0022300070, 00:15:56, 1, 4, 1, 4, 0, 0, 0, 1, 2, 0, 0, 0, 0, 3, -15.0
1627936, 0022300070, 00:19:37, 2, 5, 1, 4, 1, 2, 0, 2, 3, 2, 0, 1, 1, 6, -19.0
1628470, 0022300070, 00:21:41, 4, 6, 3, 4, 0, 0, 4, 3, 1, 0, 0, 1, 2, 11, -12.0
203083, 0022300070, 00:15:58, 3, 4, 0, 0, 0, 0, 3, 2, 1, 1, 0, 1, 1, 6, -1.0
1630245, 0022300070, 00:09:18, 3, 5, 2, 4, 0, 0, 0, 0, 1, 1, 0, 1, 0, 8, 3.0
