54, 0022300114, 1610612753, 38, 81, 7, 30, 19, 33, 7, 33, 23, 9, 3, 16, 24, 102
55, 0022300115, 1610612757, 38, 81, 7, 20, 27, 33, 7, 37, 23, 10, 7, 17, 15, 110
56, 0022300116, 1610612761, 51, 91, 15, 38, 13, 14, 15, 35, 35, 7, 6, 16, 25, 130
57, 0022300117, 1610612764, 51, 101, 10, 40, 9, 14, 6, 29, 32, 14, 3, 11, 25, 121
58, 0022300118, 1610612754, 46, 101, 5, 37, 7, 12, 8, 23, 26, 6, 6, 9, 20, 104
59, 0022300119, 1610612748, 39, 91, 13, 38, 14, 18, 11, 35, 22, 10, 5, 16, 20, 105
60, 0022300120, 1610612752, 32, 92, 5, 30, 20, 30, 16, 34, 18, 10, 3, 13, 16, 89
61, 0022300121, 1610612760, 38, 88, 7, 34, 23, 25, 6, 43, 23, 6, 5, 14, 24, 106
62, 0022300122, 1610612745, 44, 84, 21, 37, 19, 23, 7, 31, 35, 10, 2, 17, 22, 128
63, 0022300123, 1610612750, 38, 83, 8, 21, 26, 27, 8, 39, 20, 9, 5, 13, 15, 110
64, 0022300124, 1610612742, 37, 81, 20, 48, 20, 28, 13, 32, 23, 7, 2, 13, 11, 114
65, 0022300125, 1610612762, 47, 87, 22, 43, 17, 24, 10, 40, 35, 7, 3, 21, 22, 133
66, 0022300126, 1610612758, 36, 88, 11, 35, 18, 23, 14, 34, 24, 8, 4, 12, 17, 101
67, 0022300127, 1610612747, 46, 90, 11, 32, 27, 36, 9, 42, 28, 10, 9, 14, 24, 130
68, 0022300128, 1610612761, 38, 79, 10, 28, 13, 19, 9, 32, 30, 4, 3, 19, 20, 99
69, 0022300129, 1610612740, 39, 80, 14, 32, 33, 35, 7, 29, 27, 5, 7, 12, 18, 125
70, 0022300130, 1610612762, 41, 89, 12, 33, 19, 26, 13, 35, 27, 9, 7, 20, 27, 113
71, 0022300131, 1610612759, 51, 98, 18, 37, 12, 13, 9, 32, 37, 7, 5, 8, 21, 132
72, 0022300001, 1610612754, 45, 86, 15, 31, 16, 24, 7, 33, 28, 7, 5, 18, 18, 121
73, 0022300002, 1610612752, 38, 96, 10, 39, 19, 25, 16, 40, 18, 6, 1, 10, 22, 105
74, 0022300003, 1610612764, 46, 81, 13, 28, 9, 17, 4, 26, 33, 7, 4, 20, 18, 114
75, 0022300004, 1610612741, 43, 89, 11, 28, 10, 14, 9, 33, 21, 4, 4, 10, 13, 107
76, 0022300005, 1610612760, 50, 83, 15, 29, 24, 30, 7, 25, 26, 3, 1, 19, 20, 139
77, 0022300006, 1610612743, 49, 93, 13, 30, 14, 19, 19, 32, 33, 11, 6, 17, 17, 125
78, 0022300007, 1610612757, 39, 96, 9, 32, 28, 36, 15, 35, 19, 12, 7, 14, 15, 115
79, 0022300132, 1610612756, 32, 89, 9, 35, 27, 33, 15, 27, 22, 11, 12, 10, 11, 100
80, 0022300133, 1610612754, 45, 93, 22, 45, 12, 16, 11, 25, 31, 7, 5, 14, 18, 124
81, 0022300134, 1610612753, 46, 101, 12, 33, 16, 19, 19, 32, 29, 6, 9, 15, 18, 120
82, 0022300135, 1610612740, 40, 84, 8, 31, 17, 21, 9, 26, 24, 9, 7, 9, 15, 105
83, 0022300136, 1610612738, 43, 90, 15, 45, 23, 27, 10, 40, 22, 4, 6, 11, 17, 124
84, 0022300137, 1610612758, 32, 84, 11, 41, 14, 19, 8, 35, 20, 5, 6, 11, 19, 89
85, 0022300138, 1610612762, 35, 91, 12, 43, 13, 17, 17, 22, 20, 3, 7, 18, 20, 95
86, 0022300139, 1610612743, 42, 81, 16, 36, 23, 30, 10, 39, 31, 10, 4, 11, 18, 123
87, 0022300140, 1610612756, 43, 86, 8, 21, 26, 29, 14, 29, 29, 8, 10, 18, 13, 120
88, 0022300141, 1610612761, 44, 97, 19, 48, 16, 26, 13, 34, 29, 12, 6, 14, 15, 123
89, 0022300142, 1610612744, 34, 94, 16, 41, 20, 30, 17, 27, 26, 10, 4, 13, 18, 104
90, 0022300143, 1610612742, 43, 91, 14, 42, 24, 32, 9, 38, 31, 3, 6, 10, 19, 124
91, 0022300144, 1610612757, 37, 95, 14, 45, 12, 15, 16, 31, 23, 11, 5, 14, 21, 100
92, 0022300145, 1610612744, 46, 97, 12, 41, 16, 21, 17, 27, 26, 8, 4, 11, 14, 120
93, 0022300146, 1610612759, 40, 94, 8, 26, 23, 30, 12, 24, 26, 7, 5, 11, 15, 111
94, 0022300147, 1610612753, 40, 85, 8, 27, 14, 18, 6, 32, 27, 6, 4, 20, 24, 102
95, 0022300148, 1610612764, 49, 96, 14, 34, 16, 20, 10, 28, 31, 6, 10, 19, 26, 128
96, 0022300149, 1610612749, 46, 96, 16, 48, 21, 24, 12, 36, 26, 6, 2, 10, 13, 129
97, 0022300150, 1610612748, 41, 88, 12, 37, 14, 16, 11, 33, 30, 11, 4, 17, 14, 108
98, 0022300151, 1610612752, 41, 88, 12, 31, 17, 18, 18, 30, 28, 13, 1, 19, 13, 111
99, 0022300152, 1610612762, 41, 86, 16, 43, 15, 17, 17, 35, 32, 1, 7, 22, 20, 113
100, 0022300153, 1610612758, 36, 81, 14, 40, 11, 20, 12, 22, 22, 5, 2, 13, 22, 97
101, 0022300154, 1610612750, 44, 85, 13, 37, 13, 25, 6, 39, 26, 7, 5, 23, 26, 114
102, 0022300155, 1610612760, 45, 94, 14, 35, 22, 23, 11, 38, 27, 7, 7, 13, 22, 126
103, 0022300156, 1610612740, 45, 90, 13, 30, 13, 15, 8, 30, 24, 6, 2, 13, 18, 116
104, 0022300157, 1610612764, 47, 97, 18, 43, 20, 25, 13, 27, 26, 10, 6, 10, 26, 132
105, 0022300158, 1610612762, 45, 96, 11, 27, 17, 18, 16, 31, 26, 3, 5, 21, 17, 118
106, 0022300159, 1610612755, 42, 95, 9, 34, 13, 15, 12, 44, 20, 7, 7, 12, 16, 106
107, 0022300160, 1610612746, 36, 91, 8, 36, 13, 13, 11, 40, 22, 10, 8, 15, 15, 93
108, 0022300161, 1610612759, 44, 90, 9, 34, 8, 13, 11, 35, 31, 2, 7, 13, 22, 105
109, 0022300162, 1610612756, 38, 90, 19, 48, 21, 25, 13, 41, 32, 7, 10, 21, 20, 116
110, 0022300163, 1610612747, 36, 85, 7, 25, 15, 24, 5, 29, 20, 7, 6, 9, 18, 94
111, 0022300164, 1610612748, 35, 77, 11, 28, 27, 32, 9, 35, 22, 9, 8, 19, 24, 108
112, 0022300165, 1610612749, 41, 90, 11, 37, 27, 32, 5, 31, 19, 8, 7, 10, 18, 120
113, 0022300166, 1610612740, 36, 93, 8, 28, 21, 22, 11, 29, 23, 6, 1, 17, 23, 101
114, 0022300167, 1610612760, 44, 86, 12, 28, 28, 30, 12, 29, 23, 10, 8, 14, 27, 128
115, 0022300168, 1610612761, 49, 99, 11, 36, 18, 27, 15, 35, 27, 10, 4, 11, 25, 127
116, 0022300169, 1610612744, 37, 86, 11, 35, 20, 26, 11, 38, 21, 5, 0, 9, 20, 105
117, 0022300170, 1610612758, 41, 89, 11, 37, 28, 38, 15, 35, 32, 11, 6, 21, 24, 121
118, 0022300171, 1610612749, 46, 87, 9, 27, 23, 26, 5, 36, 23, 6, 5, 14, 19, 124
119, 0022300172, 1610612753, 42, 90, 10, 27, 25, 35, 18, 29, 19, 12, 6, 19, 24, 119
120, 0022300008, 1610612755, 35, 83, 9, 28, 35, 41, 11, 35, 23, 13, 5, 8, 23, 114
121, 0022300009, 1610612764, 43, 88, 14, 38, 17, 20, 7, 29, 28, 4, 6, 15, 23, 117
122, 0022300010, 1610612738, 41, 94, 19, 52, 20, 28, 17, 35, 29, 5, 3, 7, 13, 121
123, 0022300011, 1610612740, 34, 75, 8, 25, 25, 34, 8, 41, 12, 6, 6, 18, 26, 101
124, 0022300012, 1610612762, 41, 76, 18, 37, 27, 29, 8, 30, 28, 10, 12, 19, 17, 127
125, 0022300013, 1610612759, 43, 92, 12, 34, 12, 19, 7, 31, 29, 9, 8, 14, 21, 110
126, 0022300014, 1610612746, 43, 88, 8, 27, 32, 36, 19, 28, 21, 7, 2, 14, 27, 126
127, 0022300015, 1610612756, 42, 94, 15, 37, 20, 27, 17, 35, 22, 9, 1, 13, 24, 119
128, 0022300016, 1610612758, 38, 91, 13, 47, 16, 21, 16, 36, 28, 10, 9, 17, 22, 105
129, 0022300173, 1610612753, 36, 84, 10, 26, 30, 35, 15, 28, 24, 9, 2, 13, 17, 112
130, 0022300174, 1610612761, 35, 91, 10, 37, 14, 16, 7, 30, 25, 8, 1, 8, 14, 94
131, 0022300175, 1610612748, 41, 84, 12, 38, 23, 25, 7, 32, 23, 10, 4, 15, 14, 117
132, 0022300176, 1610612744, 37, 90, 13, 38, 23, 30, 15, 40, 26, 5, 3, 20, 29, 110
133, 0022300177, 1610612752, 47, 87, 15, 36, 20, 30, 10, 30, 25, 8, 4, 9, 18, 129
134, 0022300178, 1610612764, 33, 88, 10, 41, 18, 25, 7, 35, 20, 14, 3, 12, 15, 94
135, 0022300179, 1610612763, 37, 88, 13, 41, 18, 24, 11, 30, 25, 7, 6, 16, 23, 105
136, 0022300180, 1610612755, 53, 105, 14, 33, 17, 20, 23, 31, 28, 5, 7, 11, 15, 137
137, 0022300181, 1610612765, 38, 88, 11, 32, 21, 26, 16, 33, 26, 4, 6, 16, 19, 108
138, 0022300182, 1610612745, 37, 87, 10, 32, 23, 29, 12, 33, 20, 7, 4, 9, 16, 107
139, 0022300183, 1610612740, 47, 92, 17, 36, 13, 22, 13, 41, 31, 2, 3, 18, 20, 124
140, 0022300184, 1610612759, 42, 91, 19, 44, 10, 12, 11, 39, 35, 3, 6, 17, 21, 113
141, 0022300185, 1610612756, 32, 83, 9, 29, 26, 31, 16, 35, 20, 4, 7, 17, 19, 99
142, 0022300186, 1610612750, 43, 82, 9, 27, 21, 30, 9, 38, 27, 8, 6, 14, 19, 116
143, 0022300187, 1610612757, 45, 90, 13, 37, 7, 9, 5, 33, 29, 2, 8, 15, 25, 110
144, 0022300188, 1610612752, 33, 79, 15, 35, 17, 24, 12, 25, 17, 5, 2, 8, 16, 98
145, 0022300189, 1610612764, 43, 84, 12, 26, 9, 12, 8, 30, 32, 11, 5, 22, 22, 107
146, 0022300190, 1610612749, 42, 89, 15, 47, 19, 27, 13, 40, 23, 3, 5, 15, 23, 118
147, 0022300191, 1610612758, 49, 83, 20, 42, 14, 22, 8, 29, 32, 3, 4, 10, 19, 132
148, 0022300017, 1610612748, 40, 83, 8, 31, 23, 28, 10, 32, 26, 12, 5, 7, 19, 111
149, 0022300018, 1610612765, 47, 90, 10, 29, 16, 23, 14, 28, 36, 9, 6, 17, 20, 120
150, 0022300019, 1610612755, 43, 86, 6, 22, 34, 35, 5, 33, 22, 5, 3, 16, 26, 126
151, 0022300020, 1610612753, 36, 82, 16, 46, 16, 21, 9, 28, 23, 9, 4, 14, 16, 104
152, 0022300021, 1610612759, 36, 93, 9, 30, 6, 9, 13, 30, 24, 7, 6, 24, 13, 87
153, 0022300022, 1610612740, 49, 94, 14, 38, 19, 26, 12, 30, 33, 17, 6, 12, 20, 131
154, 0022300023, 1610612762, 44, 95, 13, 43, 14, 15, 16, 36, 26, 11, 6, 12, 18, 115
155, 0022300024, 1610612746, 37, 86, 13, 29, 21, 24, 14, 28, 21, 10, 1, 10, 24, 108
156, 0022300025, 1610612750, 36, 81, 14, 34, 18, 21, 9, 33, 24, 9, 5, 19, 19, 104
157, 0022300026, 1610612763, 39, 106, 20, 53, 9, 12, 13, 20, 28, 8, 9, 9, 15, 107
158, 0022300192, 1610612764, 43, 89, 12, 36, 19, 23, 8, 38, 23, 6, 1, 12, 22, 117
159, 0022300193, 1610612752, 45, 94, 16, 34, 10, 11, 14, 28, 29, 9, 2, 16, 20, 116
160, 0022300194, 1610612755, 39, 85, 11, 30, 18, 22, 10, 31, 18, 5, 1, 9, 14, 107
161, 0022300195, 1610612761, 38, 96, 9, 33, 27, 31, 26, 29, 28, 10, 8, 14, 19, 112
162, 0022300196, 1610612753, 32, 82, 8, 28, 24, 30, 12, 34, 20, 12, 3, 13, 21, 96
163, 0022300197, 1610612756, 51, 85, 17, 31, 14, 15, 5, 27, 31, 1, 4, 9, 21, 133
164, 0022300198, 1610612758, 48, 96, 16, 44, 13, 17, 11, 34, 31, 20, 1, 15, 20, 125
165, 0022300199, 1610612757, 34, 91, 13, 38, 14, 16, 8, 22, 24, 9, 3, 12, 21, 95
166, 0022300200, 1610612748, 42, 81, 15, 35, 23, 24, 7, 25, 26, 8, 3, 9, 20, 122
167, 0022300201, 1610612760, 44, 87, 19, 32, 21, 23, 7, 35, 31, 10, 3, 12, 20, 128
168, 0022300027, 1610612749, 49, 89, 22, 45, 10, 13, 4, 45, 32, 4, 7, 13, 21, 130
169, 0022300028, 1610612764, 37, 82, 10, 32, 15, 16, 7, 25, 25, 4, 4, 14, 18, 99
170, 0022300029, 1610612755, 43, 88, 13, 30, 27, 28, 13, 30, 32, 9, 4, 15, 20, 126
171, 0022300030, 1610612765, 39, 91, 9, 35, 13, 15, 18, 33, 20, 8, 6, 17, 19, 100
172, 0022300031, 1610612761, 42, 87, 12, 33, 9, 14, 5, 36, 29, 4, 1, 13, 11, 105
173, 0022300032, 1610612759, 43, 92, 15, 36, 19, 23, 6, 36, 33, 7, 3, 15, 21, 120
174, 0022300033, 1610612753, 38, 79, 11, 34, 16, 23, 10, 36, 24, 7, 7, 17, 22, 103
175, 0022300034, 1610612740, 46, 88, 12, 23, 11, 21, 4, 35, 33, 8, 5, 9, 13, 115
176, 0022300035, 1610612762, 43, 85, 16, 36, 26, 31, 10, 29, 27, 3, 10, 8, 23, 128
177, 0022300036, 1610612757, 36, 89, 10, 37, 13, 18, 19, 29, 17, 11, 2, 18, 17, 95
178, 0022300037, 1610612746, 36, 83, 13, 34, 21, 30, 8, 39, 22, 10, 7, 12, 19, 106
179, 0022300202, 1610612752, 46, 91, 16, 37, 14, 19, 13, 34, 27, 7, 4, 12, 13, 122
180, 0022300203, 1610612740, 44, 86, 12, 29, 20, 23, 13, 27, 27, 9, 5, 17, 26, 120
181, 0022300204, 1610612748, 33, 77, 12, 36, 19, 23, 5, 29, 23, 9, 0, 15, 18, 97
182, 0022300205, 1610612749, 49, 94, 17, 45, 17, 20, 5, 36, 29, 8, 3, 6, 16, 132
183, 0022300206, 1610612759, 36, 83, 15, 40, 21, 26, 12, 28, 26, 5, 9, 15, 28, 108
184, 0022300207, 1610612760, 52, 100, 8, 23, 18, 20, 9, 38, 26, 8, 7, 10, 16, 130
185, 0022300208, 1610612755, 44, 94, 16, 35, 17, 18, 10, 34, 32, 8, 4, 4, 18, 121
186, 0022300211, 1610612761, 55, 102, 14, 36, 18, 29, 12, 35, 44, 10, 5, 7, 23, 142
187, 0022300209, 1610612753, 43, 87, 7, 20, 35, 42, 8, 34, 21, 10, 10, 15, 23, 128
188, 0022300210, 1610612743, 39, 82, 14, 29, 17, 23, 9, 24, 23, 7, 5, 11, 21, 109
189, 0022300212, 1610612758, 48, 90, 17, 40, 16, 21, 14, 34, 34, 9, 3, 12, 20, 129
190, 0022300213, 1610612763, 37, 95, 17, 44, 9, 10, 14, 28, 28, 7, 5, 9, 21, 100
191, 0022300214, 1610612762, 48, 115, 15, 46, 26, 32, 27, 32, 27, 11, 5, 18, 27, 137
192, 0022300215, 1610612757, 34, 85, 9, 34, 14, 21, 13, 18, 21, 10, 2, 17, 15, 91
193, 0022300216, 1610612747, 39, 83, 6, 29, 21, 29, 10, 32, 26, 13, 1, 17, 13, 105
194, 0022300217, 1610612766, 46, 104, 13, 39, 16, 17, 17, 40, 29, 9, 7, 13, 18, 121
195, 0022300218, 1610612765, 36, 81, 7, 21, 24, 26, 11, 32, 21, 7, 5, 18, 24, 103
196, 0022300219, 1610612764, 55, 99, 10, 29, 9, 11, 5, 21, 29, 6, 4, 4, 19, 129
197, 0022300220, 1610612748, 42, 84, 17, 35, 17, 20, 9, 34, 31, 7, 1, 8, 19, 118
198, 0022300221, 1610612752, 32, 92, 9, 38, 27, 34, 17, 33, 16, 8, 3, 10, 23, 100
199, 0022300222, 1610612758, 33, 87, 11, 45, 16, 24, 9, 27, 27, 4, 5, 13, 21, 93
200, 0022300223, 1610612759, 39, 90, 10, 38, 11, 14, 13, 36, 23, 4, 7, 16, 17, 99
201, 0022300224, 1610612745, 44, 95, 13, 41, 15, 19, 15, 33, 28, 6, 3, 8, 24, 116
202, 0022300038, 1610612761, 38, 75, 14, 28, 17, 22, 5, 33, 29, 6, 6, 23, 20, 107
203, 0022300039, 1610612754, 57, 94, 22, 45, 21, 28, 7, 22, 35, 7, 11, 13, 25, 157
204, 0022300040, 1610612755, 40, 96, 11, 35, 28, 34, 14, 30, 19, 12, 8, 14, 25, 119
205, 0022300041, 1610612757, 38, 87, 14, 31, 17, 20, 12, 18, 20, 8, 3, 13, 20, 107
206, 0022300042, 1610612762, 38, 98, 11, 44, 12, 16, 13, 29, 25, 6, 3, 14, 22, 99
207, 0022300225, 1610612764, 44, 97, 11, 32, 15, 18, 11, 36, 26, 7, 3, 10, 18, 114
208, 0022300226, 1610612753, 44, 81, 10, 29, 26, 30, 11, 30, 27, 9, 7, 12, 21, 124
209, 0022300227, 1610612751, 55, 113, 15, 35, 20, 24, 22, 37, 28, 8, 6, 16, 24, 145
210, 0022300228, 1610612749, 45, 101, 13, 34, 13, 17, 13, 34, 23, 9, 2, 9, 19, 116
211, 0022300229, 1610612748, 46, 88, 20, 35, 17, 21, 10, 31, 30, 11, 7, 10, 19, 129
212, 0022300230, 1610612761, 48, 90, 11, 27, 25, 30, 13, 33, 26, 7, 3, 17, 15, 132
213, 0022300231, 1610612763, 27, 82, 7, 32, 30, 35, 9, 37, 17, 3, 7, 9, 19, 91
214, 0022300232, 1610612755, 34, 87, 7, 32, 24, 30, 16, 32, 21, 9, 12, 14, 23, 99
215, 0022300233, 1610612758, 34, 76, 15, 44, 29, 35, 4, 34, 22, 3, 1, 15, 25, 112
216, 0022300234, 1610612760, 37, 75, 11, 29, 31, 38, 11, 34, 24, 4, 12, 12, 17, 116
217, 0022300235, 1610612759, 35, 91, 11, 38, 21, 23, 10, 34, 26, 8, 6, 13, 24, 102
218, 0022300236, 1610612756, 34, 76, 11, 28, 44, 52, 11, 32, 22, 9, 8, 15, 22, 123
219, 0022300237, 1610612762, 37, 79, 10, 31, 21, 26, 14, 30, 25, 7, 3, 21, 13, 105
220, 0022300238, 1610612747, 39, 84, 11, 29, 12, 19, 9, 42, 26, 1, 2, 11, 17, 101
221, 0022300043, 1610612753, 43, 85, 11, 28, 16, 22, 13, 35, 23, 5, 3, 18, 28, 113
222, 0022300044, 1610612756, 39, 76, 11, 31, 21, 28, 7, 34, 22, 10, 6, 12, 12, 110
223, 0022300045, 1610612752, 39, 81, 10, 29, 12, 18, 6, 40, 21, 7, 2, 18, 14, 100
224, 0022300046, 1610612761, 44, 83, 13, 39, 20, 27, 13, 27, 32, 8, 6, 14, 14, 121
225, 0022300047, 1610612754, 49, 102, 16, 38, 22, 24, 15, 25, 24, 7, 8, 8, 21, 136
226, 0022300048, 1610612745, 40, 82, 12, 29, 13, 15, 6, 43, 25, 9, 9, 14, 21, 105
227, 0022300049, 1610612764, 48, 100, 15, 37, 17, 21, 12, 34, 29, 3, 4, 8, 24, 128
228, 0022300050, 1610612758, 49, 100, 17, 35, 9, 11, 14, 32, 25, 7, 4, 13, 19, 124
229, 0022300051, 1610612759, 45, 100, 12, 47, 10, 12, 15, 31, 28, 10, 3, 19, 18, 112
230, 0022300052, 1610612740, 43, 88, 10, 24, 20, 27, 12, 38, 26, 6, 5, 15, 19, 116
231, 0022300239, 1610612755, 38, 83, 14, 41, 37, 45, 17, 32, 30, 2, 9, 12, 26, 127
232, 0022300240, 1610612748, 38, 87, 11, 34, 10, 13, 13, 31, 24, 6, 3, 17, 18, 97
233, 0022300241, 1610612764, 43, 88, 10, 38, 12, 12, 8, 33, 33, 5, 6, 20, 17, 108
234, 0022300242, 1610612747, 47, 90, 9, 27, 18, 21, 9, 35, 34, 9, 8, 18, 15, 121
235, 0022300243, 1610612762, 38, 87, 15, 43, 14, 17, 14, 38, 23, 8, 6, 23, 13, 105
236, 0022300244, 1610612746, 38, 88, 8, 29, 23, 31, 17, 40, 25, 2, 6, 12, 16, 107
237, 0022300245, 1610612757, 37, 91, 13, 32, 15, 20, 11, 29, 21, 15, 4, 17, 26, 102
238, 0022300246, 1610612738, 42, 95, 13, 47, 16, 20, 18, 40, 24, 9, 3, 12, 19, 113
239, 0022300247, 1610612756, 42, 91, 16, 38, 16, 21, 18, 29, 27, 4, 11, 11, 25, 116
240, 0022300248, 1610612753, 47, 87, 10, 27, 26, 33, 7, 37, 33, 10, 3, 14, 26, 130
241, 0022300249, 1610612750, 43, 81, 15, 34, 18, 23, 6, 36, 30, 5, 5, 14, 26, 119
242, 0022300250, 1610612741, 40, 83, 12, 32, 17, 22, 10, 30, 21, 3, 2, 11, 18, 109
243, 0022300251, 1610612761, 37, 89, 8, 32, 20, 29, 17, 33, 17, 9, 3, 12, 11, 102
244, 0022300252, 1610612759, 42, 93, 14, 37, 22, 26, 10, 25, 34, 10, 6, 15, 22, 120
245, 0022300253, 1610612764, 45, 89, 10, 29, 26, 28, 6, 40, 29, 8, 6, 15, 19, 126
246, 0022300254, 1610612757, 40, 85, 9, 18, 25, 31, 9, 29, 20, 6, 4, 16, 21, 114
247, 0022300255, 1610612755, 47, 93, 22, 46, 22, 26, 15, 33, 33, 11, 2, 5, 17, 138
248, 0022300256, 1610612762, 37, 88, 17, 48, 23, 28, 9, 34, 31, 6, 4, 10, 23, 114
249, 0022300257, 1610612746, 35, 85, 6, 20, 28, 34, 16, 33, 18, 6, 9, 13, 23, 104
250, 0022300053, 1610612741, 39, 90, 9, 28, 10, 18, 9, 28, 25, 11, 7, 8, 13, 97
